# Frequency(cm^-1), Lineshape, Field_description, Quantum_correction, Spectra, Spectra_qm
1.278580246734423054e+04 3.011045113454705602e-01 3.832865778016791875e+14 3.833308533143915625e+14 1.154093177142522969e+14 4.423995223983606219e+28
1.279812019611816504e+04 4.527657933272913882e-01 3.836560400523216250e+14 3.836999434783628125e+14 1.737063313390964688e+14 6.665110951664507979e+28
1.281043792489209955e+04 4.586121720821580983e-01 3.840255007597838750e+14 3.840690351859129375e+14 1.761187690383829375e+14 6.764176570270236816e+28
1.282275565366603587e+04 4.359562598854135329e-01 3.843949599366568750e+14 3.844381284244441250e+14 1.675793890527883125e+14 6.442390668996571902e+28
1.283507338243997037e+04 3.861604064730168040e-01 3.847644175954309375e+14 3.848072231814588125e+14 1.485807838950051875e+14 5.717495886876136048e+28
1.284739111121390306e+04 4.585926931826244113e-01 3.851338737484968750e+14 3.851763194445597500e+14 1.766195803981800312e+14 6.802967991961349467e+28
1.285970883998783938e+04 2.625403967352704093e-01 3.855033284081464375e+14 3.855454172014485000e+14 1.012101967830420000e+14 3.902112754375862674e+28
1.287202656876177389e+04 3.668840059726024005e-01 3.858727815865730000e+14 3.859145164399250000e+14 1.415705519042729375e+14 5.463413108027079020e+28
1.288434429753571021e+04 4.279300381408391862e-01 3.862422332958728125e+14 3.862836171478868125e+14 1.652846536259057500e+14 6.384675386165045621e+28
1.289666202630964290e+04 3.312006046509687884e-01 3.866116835480452500e+14 3.866527193133280625e+14 1.280460233562415938e+14 4.950934312794872969e+28
1.290897975508357740e+04 3.284580325866738870e-01 3.869811323549936875e+14 3.870218229243391250e+14 1.271070613814844844e+14 4.919320660241799639e+28
1.292129748385751373e+04 3.815801084812984745e-01 3.873505797285266250e+14 3.873909279691056875e+14 1.478052762331050312e+14 5.725842311867256048e+28
1.293361521263144823e+04 2.926336746614706663e-01 3.877200256803578750e+14 3.877600344359077500e+14 1.134599358546828906e+14 4.399522863410771808e+28
1.294593294140538092e+04 3.831079944985739671e-01 3.880894702221075000e+14 3.881291423131193750e+14 1.486801786228056562e+14 5.770711020783094919e+28
1.295825067017931724e+04 4.111513031114871763e-01 3.884589133653028125e+14 3.884982515892076250e+14 1.597153884354165625e+14 6.204914915905048300e+28
1.297056839895325174e+04 4.054380812253325916e-01 3.888283551213786875e+14 3.888673622527318750e+14 1.576458222264140000e+14 6.130331505934870171e+28
1.298288612772718625e+04 3.430113617983121532e-01 3.891977955016784375e+14 3.892364742923431875e+14 1.334992658439317344e+14 5.196278355770821942e+28
1.299520385650112257e+04 4.302515389406270097e-01 3.895672345174547500e+14 3.896055876967835625e+14 1.676119021719790625e+14 6.530253365068969185e+28
1.300752158527505526e+04 5.005180876670662915e-01 3.899366721798699375e+14 3.899747024548850625e+14 1.951703574707282188e+14 7.611150208266079256e+28
1.301983931404898976e+04 4.764717295211609027e-01 3.903061084999970000e+14 3.903438185555696250e+14 1.859698265596674375e+14 7.259217223541757857e+28
1.303215704282292609e+04 4.248998047456228888e-01 3.906755434888204375e+14 3.907129359878476250e+14 1.659979621472899062e+14 6.485755115856723531e+28
1.304447477159686059e+04 3.485938105858586433e-01 3.910449771572361250e+14 3.910820547408176875e+14 1.363158586977009844e+14 5.331068611325586747e+28
1.305679250037079328e+04 3.347718698405784399e-01 3.914144095160532500e+14 3.914511748036660625e+14 1.310345337562350469e+14 5.129362217872884450e+28
1.306911022914472960e+04 4.066592326920292488e-01 3.917838405759939375e+14 3.918202961656655625e+14 1.593225159897700000e+14 6.242579540097067147e+28
1.308142795791866411e+04 3.611419799276273102e-01 3.921532703476944375e+14 3.921894188161749375e+14 1.416230084884604688e+14 5.554304539008751828e+28
1.309374568669259861e+04 4.302682363236114416e-01 3.925226988417056250e+14 3.925585427446386875e+14 1.688900493476047500e+14 6.629923165596583251e+28
1.310606341546653493e+04 4.029398685012539061e-01 3.928921260684938750e+14 3.929276679405859375e+14 1.583119016132170000e+14 6.220512630812084009e+28
1.311838114424046762e+04 3.855394989554645768e-01 3.932615520384411875e+14 3.932967943936298125e+14 1.516178617313489688e+14 5.963081899175615334e+28
1.313069887301440212e+04 5.196385406563444054e-01 3.936309767618467500e+14 3.936659220934666875e+14 2.045458263216574688e+14 8.052272132928537303e+28
1.314301660178833845e+04 4.621950028473325034e-01 3.940004002489267500e+14 3.940350510298761875e+14 1.821050161149028438e+14 7.175575931763217100e+28
1.315533433056227295e+04 2.768211006634802018e-01 3.943698225098152500e+14 3.944041811927196250e+14 1.091698883356283906e+14 4.305706041991414545e+28
1.316765205933620564e+04 3.854867674377537301e-01 3.947392435545651250e+14 3.947733125719400000e+14 1.521667549786734688e+14 6.007137392625366687e+28
1.317996978811014196e+04 4.618236410992622165e-01 3.951086633931483750e+14 3.951424451575611250e+14 1.824705215580865625e+14 7.210184805763779555e+28
1.319228751688407647e+04 3.823206596456172890e-01 3.954780820354568125e+14 3.955115789396869375e+14 1.511994411991794062e+14 5.980112972348579981e+28
1.320460524565801097e+04 4.189621405369503004e-01 3.958474994913028750e+14 3.958807139085010000e+14 1.658451157130755938e+14 6.565488280673032654e+28
1.321692297443194730e+04 4.494283555711451328e-01 3.962169157704200625e+14 3.962498500542660000e+14 1.780711169041708125e+14 7.056065337227335701e+28
1.322924070320587998e+04 4.479303147504457017e-01 3.965863308824635000e+14 3.966189873673226875e+14 1.776430400179062812e+14 7.045660264475476726e+28
1.324155843197981449e+04 3.636392563482328533e-01 3.969557448370107500e+14 3.969881258380896875e+14 1.443486918556894688e+14 5.730471664697007876e+28
1.325387616075375081e+04 4.224412107685542872e-01 3.973251576435624375e+14 3.973572654570628125e+14 1.678465206637532188e+14 6.669503446743137048e+28
1.326619388952768531e+04 3.347267683418728712e-01 3.976945693115423750e+14 3.977264062148142500e+14 1.331190179727655469e+14 5.294494861715330671e+28
1.327851161830161800e+04 3.875792260107554510e-01 3.980639798502989375e+14 3.980955481019920625e+14 1.542813292131398125e+14 6.141871031500877371e+28
1.329082934707555432e+04 4.359278906190215408e-01 3.984333892691051250e+14 3.984646911093199375e+14 1.736882269362685000e+14 6.920862569548569024e+28
1.330314707584948883e+04 3.455917563176217344e-01 3.988027975771590625e+14 3.988338352275958125e+14 1.378229592390713750e+14 5.496845941573544311e+28
1.331546480462342333e+04 3.111741472251648988e-01 3.991722047835850625e+14 3.992029804476922500e+14 1.242120704195209688e+14 4.958582871905139861e+28
1.332778253339735784e+04 3.868430507242521244e-01 3.995416108974338750e+14 3.995721267605550625e+14 1.545598956508454062e+14 6.175782621709775987e+28
1.334010026217129234e+04 4.285728148993567799e-01 3.999110159276831875e+14 3.999412741572030625e+14 1.713909898053886875e+14 6.854633084183135366e+28
1.335241799094522867e+04 4.464913575368511522e-01 4.002804198832385000e+14 4.003104226287276250e+14 1.787217480690879375e+14 7.154417850248157540e+28
1.336473571971916317e+04 3.007549370756336105e-01 4.006498227729334375e+14 4.006795721662918125e+14 1.204974122374373594e+14 4.828085158244169964e+28
1.337705344849309586e+04 4.302357304591766241e-01 4.010192246055304375e+14 4.010487227611300625e+14 1.725327990263330000e+14 6.919405868391359231e+28
1.338937117726703218e+04 3.567061825235646744e-01 4.013886253897213125e+14 4.014178744045475000e+14 1.431778042711486562e+14 5.747412985243483908e+28
1.340168890604096669e+04 4.088826510739249076e-01 4.017580251341276875e+14 4.017870270879193750e+14 1.642718864070666875e+14 6.600231287361971404e+28
1.341400663481490119e+04 3.256626846078403137e-01 4.021274238473018125e+14 4.021561808026905000e+14 1.309578964045471719e+14 5.266552746400708789e+28
1.342632436358883751e+04 3.781623077005346056e-01 4.024968215377266875e+14 4.025253355403750000e+14 1.522091268748369688e+14 6.126802986760126449e+28
1.343864209236277020e+04 2.924104621171101370e-01 4.028662182138170625e+14 4.028944912925550625e+14 1.178022970392747812e+14 4.746189653873307827e+28
1.345095982113670470e+04 4.024651785037544061e-01 4.032356138839195625e+14 4.032636480508812500e+14 1.622882933208626875e+14 6.544496920052255618e+28
1.346327754991064103e+04 4.583681985469820752e-01 4.036050085563136875e+14 4.036328058070715000e+14 1.849997006964967812e+14 7.467194826559543705e+28
1.347559527868457553e+04 2.346790156834491770e-01 4.039744022392117500e+14 4.040019645529104375e+14 9.480431507880798438e+13 3.830112953993153549e+28
1.348791300745850822e+04 3.147152881562825799e-01 4.043437949407600625e+14 4.043711242802492500e+14 1.272531739389861406e+14 5.145750901393794292e+28
1.350023073623244454e+04 3.529348991068681496e-01 4.047131866690388750e+14 4.047402849810051250e+14 1.428374077042563438e+14 5.781205310016872728e+28
1.351254846500637905e+04 2.957264211419257660e-01 4.050825774320631875e+14 4.051094466471601250e+14 1.197936208909310781e+14 4.852952747098477251e+28
1.352486619378031355e+04 2.649416896198421578e-01 4.054519672377833750e+14 4.054786092707615625e+14 1.074211292596672188e+14 4.355697009850458035e+28
1.353718392255424988e+04 3.464944790367641692e-01 4.058213560940855000e+14 4.058477728439210000e+14 1.406148593618133125e+14 5.706822750075311046e+28
1.354950165132818256e+04 4.249520986322652405e-01 4.061907440087915625e+14 4.062169373588136250e+14 1.726116091115371875e+14 7.011775920586532799e+28
1.356181938010211707e+04 4.056404276060993075e-01 4.065601309896606875e+14 4.065861028076780625e+14 1.649172253822377188e+14 6.705305195401952178e+28
1.357413710887605339e+04 4.494985092624856904e-01 4.069295170443892500e+14 4.069552691828157500e+14 1.829142112863562188e+14 7.443790209140152814e+28
1.358645483764998789e+04 3.790435184557522375e-01 4.072989021806109375e+14 4.073244364765903125e+14 1.543840089457040312e+14 6.288437944480577617e+28
1.359877256642392058e+04 3.728087202687543900e-01 4.076682864058980000e+14 4.076936046814273750e+14 1.519822921491388750e+14 6.196220853402822777e+28
1.361109029519785690e+04 3.739262517697656829e-01 4.080376697277615625e+14 4.080627737898136875e+14 1.525759964221714688e+14 6.226058431377597688e+28
1.362340802397179141e+04 2.506699961309050151e-01 4.084070521536514375e+14 4.084319437942969375e+14 1.023753941831901250e+14 4.181338124294770236e+28
1.363572575274572591e+04 3.728317758729611242e-01 4.087764336909575000e+14 4.088011146874851875e+14 1.524048437080154062e+14 6.230326999160866503e+28
1.364804348151966224e+04 3.841308392287718920e-01 4.091458143470098125e+14 4.091702864620464375e+14 1.571655250320561875e+14 6.430746289932436013e+28
1.366036121029359492e+04 3.617656907535233834e-01 4.095151941290786875e+14 4.095394591107079375e+14 1.481485470781693750e+14 6.067267583843073713e+28
1.367267893906752943e+04 2.817866587095472219e-01 4.098845730443760000e+14 4.099086326262559375e+14 1.155000042947640625e+14 4.734444882879342316e+28
1.368499666784146575e+04 3.617381421317972801e-01 4.102539511000549375e+14 4.102778070015353125e+14 1.484045020731630938e+14 6.088707365973215213e+28
1.369731439661540026e+04 3.787773817255848940e-01 4.106233283032106875e+14 4.106469822294486875e+14 1.555348291701354062e+14 6.386990823028893312e+28
1.370963212538933294e+04 4.011930140536166256e-01 4.109927046608809375e+14 4.110161583029564375e+14 1.648874019369467188e+14 6.777138649667929583e+28
1.372194985416326926e+04 4.123313567937376689e-01 4.113620801800465000e+14 4.113853352150760625e+14 1.696174846541328750e+14 6.977814578277847133e+28
1.373426758293720377e+04 3.116950620839021302e-01 4.117314548676312500e+14 4.117545129588814375e+14 1.283346613868616719e+14 5.284237599509019177e+28
1.374658531171113827e+04 2.848282052600261682e-01 4.121008287305032500e+14 4.121236915275028750e+14 1.173779394334786719e+14 4.837422970321687655e+28
1.375890304048507278e+04 4.022269375197565222e-01 4.124702017754746875e+14 4.124928709141263750e+14 1.659066260783052188e+14 6.843530049471658854e+28
1.377122076925900728e+04 2.934486520308219881e-01 4.128395740093023125e+14 4.128620511119933125e+14 1.211472164980085312e+14 5.001708828987651692e+28
1.378353849803294179e+04 4.342959235668595319e-01 4.132089454386882500e+14 4.132312321143997500e+14 1.794549605853831875e+14 7.415639447173894056e+28
1.379585622680687811e+04 3.458191222975079970e-01 4.135783160702803750e+14 4.136004139146963125e+14 1.430232902647057188e+14 5.915449205292403643e+28
1.380817395558081262e+04 3.350463494326791358e-01 4.139476859106721250e+14 4.139695965062876250e+14 1.386916610204759688e+14 5.741413095143325847e+28
1.382049168435474530e+04 3.085840979022108632e-01 4.143170549664037500e+14 4.143387798826318125e+14 1.278516546523084219e+14 5.297389859461308275e+28
1.383280941312868163e+04 4.134340565539484369e-01 4.146864232439623125e+14 4.147079640372403125e+14 1.714454901595989062e+14 7.109981016745397949e+28
1.384512714190261613e+04 3.151290791296935123e-01 4.150557907497821250e+14 4.150771489636770625e+14 1.307961491264256094e+14 5.429049267482467846e+28
1.385744487067655245e+04 4.693496088258131693e-01 4.154251574902452500e+14 4.154463346555585625e+14 1.949796351644484375e+14 8.100357476154816398e+28
1.386976259945048514e+04 5.763154542081839748e-01 4.157945234716818750e+14 4.158155211065528125e+14 2.396288096518577500e+14 9.964137835753018753e+28
1.388208032822441965e+04 2.817205375781724475e-01 4.161638887003708125e+14 4.161847083103796875e+14 1.172419144452911875e+14 4.879429196516400362e+28
1.389439805699835597e+04 2.951809074454257442e-01 4.165332531825396875e+14 4.165538962608101250e+14 1.229526636556173281e+14 5.121641110139229895e+28
1.390671578577229047e+04 2.721101853942992643e-01 4.169026169243655625e+14 4.169230849516653750e+14 1.134434483826576406e+14 4.729719246725264029e+28
1.391903351454622316e+04 4.476933836089330154e-01 4.172719799319752500e+14 4.172922743768171875e+14 1.868099045809447812e+14 7.795432995869864788e+28
1.393135124332015948e+04 4.323057199298045994e-01 4.176413422114458750e+14 4.176614645301873125e+14 1.805487411171690000e+14 7.540825163407845401e+28
1.394366897209409399e+04 4.087812078670555738e-01 4.180107037688048750e+14 4.180306554057465625e+14 1.708749203879700312e+14 7.143095496218788178e+28
1.395598670086802849e+04 4.750544853167104620e-01 4.183800646100307500e+14 4.183998469975152500e+14 1.987533262600902188e+14 8.315836129746897155e+28
1.396830442964196482e+04 3.611210219168147217e-01 4.187494247410533750e+14 4.187690392995621875e+14 1.512192201895675000e+14 6.332592756241413923e+28
1.398062215841589750e+04 3.880513419916449824e-01 4.191187841677543125e+14 4.191382323060042500e+14 1.626396066502036562e+14 6.816847723431021399e+28
1.399293988718983201e+04 5.074002887044090082e-01 4.194881428959673125e+14 4.195074260110066250e+14 2.128484048134901875e+14 8.929148643385601510e+28
1.400525761596376833e+04 2.377077395522308734e-01 4.198575009314785000e+14 4.198766204087819375e+14 9.980337748047042188e+13 4.190510484188185848e+28
1.401757534473770284e+04 3.436798428281604423e-01 4.202268582800269375e+14 4.202458154935896250e+14 1.444235006058513125e+14 6.069337178854492203e+28
1.402989307351163552e+04 3.287058780224564325e-01 4.205962149473049375e+14 4.206150112597363125e+14 1.382524481271756875e+14 5.815105502569811620e+28
1.404221080228557184e+04 3.813978596128521636e-01 4.209655709389585625e+14 4.209842077015748125e+14 1.605553677268210625e+14 6.759127427471075665e+28
1.405452853105950635e+04 3.843551348888111230e-01 4.213349262605875625e+14 4.213534048135039375e+14 1.619422424162554062e+14 6.823491522522305186e+28
1.406684625983344085e+04 3.770543880105569623e-01 4.217042809177462500e+14 4.217226025899683750e+14 1.590054495628728125e+14 6.705619201564267241e+28
1.407916398860737718e+04 3.331804811349137752e-01 4.220736349159437500e+14 4.220918010254579375e+14 1.406266967556560781e+14 5.935737570585579936e+28
1.409148171738130986e+04 4.115827009683815652e-01 4.224429882606440000e+14 4.224610001145073125e+14 1.738702261134701562e+14 7.345338961403212947e+28
1.410379944615524437e+04 3.081007512615194233e-01 4.228123409572665625e+14 4.228301998516958750e+14 1.302687998915755312e+14 5.508158269259545840e+28
1.411611717492918069e+04 3.802598664055561462e-01 4.231816930111868750e+14 4.231994002316473750e+14 1.609190140497110000e+14 6.810083023170573623e+28
1.412843490370311520e+04 3.982305241594311096e-01 4.235510444277362500e+14 4.235686012490291250e+14 1.686709544307319062e+14 7.144372023956384899e+28
1.414075263247704788e+04 3.348930146401036811e-01 4.239203952122026875e+14 4.239378028985520625e+14 1.419679791200387188e+14 6.018559315009672776e+28
1.415307036125098421e+04 3.362245702161837935e-01 4.242897453698311250e+14 4.243070051749705625e+14 1.426566372841055312e+14 6.053021053435086592e+28
1.416538809002491871e+04 3.856131641256686504e-01 4.246590949058234375e+14 4.246762080730813750e+14 1.637541372613771875e+14 6.954248606844054695e+28
1.417770581879885322e+04 3.597116405460577537e-01 4.250284438253392500e+14 4.250454115877240000e+14 1.528876788071507188e+14 6.498420636527712533e+28
1.419002354757278954e+04 3.388326181314267882e-01 4.253977921334960000e+14 4.254146157137801875e+14 1.441386476559209062e+14 6.131868740204755849e+28
1.420234127634672222e+04 4.006583802433932862e-01 4.257671398353691250e+14 4.257838204461732500e+14 1.705871726073013125e+14 7.263325807184754980e+28
1.421465900512065673e+04 3.663438154290262205e-01 4.261364869359929375e+14 4.261530257798680625e+14 1.561124665176530312e+14 6.652779996845618213e+28
1.422697673389459305e+04 3.278504793415094598e-01 4.265058334403605625e+14 4.265222317098706875e+14 1.398301419353722031e+14 5.964066419858292557e+28
1.423929446266852756e+04 4.467351937190573996e-01 4.268751793534240625e+14 4.268914382312279375e+14 1.907001659423092812e+14 8.140826811004623850e+28
1.425161219144246024e+04 3.205163919604467337e-01 4.272445246800953125e+14 4.272606453390271250e+14 1.369388735353201875e+14 5.850859147870032229e+28
1.426392992021639657e+04 3.502812889597818335e-01 4.276138694252458750e+14 4.276298530283959375e+14 1.497851373593549688e+14 6.405259627481906091e+28
1.427624764899033107e+04 3.803303222699782604e-01 4.279832135937075625e+14 4.279990612945015000e+14 1.627749935522357500e+14 6.966754444257543358e+28
1.428856537776426558e+04 2.963409473851935649e-01 4.283525571902727500e+14 4.283682701325506875e+14 1.269384026126357344e+14 5.437638394056402246e+28
1.430088310653820008e+04 2.895455601783843980e-01 4.287219002196944375e+14 4.287374795377897500e+14 1.241345227598528438e+14 5.322112241168570770e+28
1.431320083531213459e+04 4.116637614697386538e-01 4.290912426866868750e+14 4.291066895055034375e+14 1.766413149781260000e+14 7.579796990016254827e+28
1.432551856408607091e+04 4.041355883537302018e-01 4.294605845959257500e+14 4.294759000310154375e+14 1.735603060304113750e+14 7.453996864206940485e+28
1.433783629286000541e+04 3.868971696334850829e-01 4.298299259520484375e+14 4.298451111096873750e+14 1.662999817746180312e+14 7.148323414344967117e+28
1.435015402163393810e+04 2.968984900338735855e-01 4.301992667596543125e+14 4.302143227369191875e+14 1.277255127146209531e+14 5.494934494874641346e+28
1.436247175040787442e+04 2.064656168423614768e-01 4.305686070233053750e+14 4.305835349081483125e+14 8.889761304202307812e+13 3.827784846853100470e+28
1.437478947918180893e+04 2.944948531215247356e-01 4.309379467475259375e+14 4.309527476188493750e+14 1.269090073319040938e+14 5.469178540726477380e+28
1.438710720795574343e+04 3.108720596068285102e-01 4.313072859368034375e+14 4.313219608645343750e+14 1.340813843026053906e+14 5.783224559283095847e+28
1.439942493672967976e+04 3.948986140325478900e-01 4.316766245955885625e+14 4.316911746407518750e+14 1.704685007630464062e+14 7.358974733364740985e+28
1.441174266550361244e+04 3.079044242776598495e-01 4.320459627282955625e+14 4.320603889430869375e+14 1.330288634153431250e+14 5.747650246788994126e+28
1.442406039427754695e+04 4.171805600787847901e-01 4.324153003393024375e+14 4.324296037671607500e+14 1.803952571821861250e+14 7.800824958476780955e+28
1.443637812305148327e+04 3.240629129089674376e-01 4.327846374329513750e+14 4.327988191086306875e+14 1.402494502687735625e+14 6.069979645695982266e+28
1.444869585182541778e+04 3.642243365570124736e-01 4.331539740135490625e+14 4.331680349631891250e+14 1.577652188121183438e+14 6.833884981838285744e+28
1.446101358059935046e+04 2.916540667340923321e-01 4.335233100853666875e+14 4.335372513265641875e+14 1.264388364104221406e+14 5.481594559830352190e+28
1.447333130937328679e+04 3.394771789403381312e-01 4.338926456526406875e+14 4.339064681945191250e+14 1.472966513091182188e+14 6.391296974641908212e+28
1.448564903814722129e+04 3.060973758796523558e-01 4.342619807195725625e+14 4.342756855628515625e+14 1.329264527425613438e+14 5.772672639421381641e+28
1.449796676692115579e+04 3.519081654298382711e-01 4.346313152903293125e+14 4.346449034273937500e+14 1.529503088021774062e+14 6.647907219851245276e+28
1.451028449569509212e+04 4.366894729833440403e-01 4.350006493690440625e+14 4.350141217840123125e+14 1.899602043203802812e+14 8.263537145634176922e+28
1.452260222446902480e+04 3.030535771648432131e-01 4.353699829598156875e+14 4.353833406286073750e+14 1.319404307261689844e+14 5.744466549353680723e+28
1.453491995324295931e+04 4.330949805436622446e-01 4.357393160667096875e+14 4.357525599571130625e+14 1.887165106140203125e+14 8.223370260623305066e+28
1.454723768201689563e+04 3.347688749251161444e-01 4.361086486937581875e+14 4.361217797654967500e+14 1.459956016683221562e+14 6.367186163752318132e+28
1.455955541079083014e+04 3.467971053112287039e-01 4.364779808449600000e+14 4.364910000497588125e+14 1.513693002891220625e+14 6.607133726003113207e+28
1.457187313956476282e+04 3.751902907105695850e-01 4.368473125242813125e+14 4.368602208059326250e+14 1.639008701821161562e+14 7.160177033804375933e+28
1.458419086833869915e+04 3.656982175680537073e-01 4.372166437356556875e+14 4.372294420300841250e+14 1.598893473052160312e+14 6.990833010881393755e+28
1.459650859711263365e+04 3.206118373801797317e-01 4.375859744829844375e+14 4.375986637183113125e+14 1.402952432907860781e+14 6.139301099008336520e+28
1.460882632588656816e+04 2.908759996837882444e-01 4.379553047701368125e+14 4.379678858667445000e+14 1.273906870918317031e+14 5.579302990472150503e+28
1.462114405466050448e+04 3.455066958744731354e-01 4.383246346009502500e+14 4.383371084715457500e+14 1.514440962213600938e+14 6.638356723275753352e+28
1.463346178343443717e+04 2.704185791233778557e-01 4.386939639792306875e+14 4.387063315289085625e+14 1.186309984092658750e+14 5.204417011774082156e+28
1.464577951220837167e+04 2.891836379611773533e-01 4.390632929087527500e+14 4.390755550350577500e+14 1.269699203385671250e+14 5.574938824541343158e+28
1.465809724098230799e+04 3.164681005750004661e-01 4.394326213932602500e+14 4.394447789862491875e+14 1.390664070230183906e+14 6.111200649864208555e+28
1.467041496975624250e+04 2.558071906760495118e-01 4.398019494364658750e+14 4.398140033787694375e+14 1.125045011391923125e+14 4.948105504415949677e+28
1.468273269853017518e+04 2.930989492423197174e-01 4.401712770420521250e+14 4.401832282089356875e+14 1.290137387876754844e+14 5.678968402286337411e+28
1.469505042730411151e+04 3.052898469238934931e-01 4.405406042136711250e+14 4.405524534730955000e+14 1.344925736241512031e+14 5.925103328403074143e+28
1.470736815607804601e+04 2.621925990674174867e-01 4.409099309549447500e+14 4.409216791676261250e+14 1.156033207517125625e+14 5.097201030319878015e+28
1.471968588485198052e+04 3.352078470255126508e-01 4.412792572694654375e+14 4.412909052889349375e+14 1.479202697663148125e+14 6.527586975576053742e+28
1.473200361362591502e+04 3.155471740635786837e-01 4.416485831607958750e+14 4.416601318334588125e+14 1.393609623455725625e+14 6.155018100198327055e+28
1.474432134239984953e+04 3.358534700774146176e-01 4.420179086324695000e+14 4.420293587976638125e+14 1.484532484505764688e+14 6.562069422403859442e+28
1.475663907117378403e+04 3.489748439194572116e-01 4.423872336879905625e+14 4.423985861780451875e+14 1.543820158282269375e+14 6.829838553372419178e+28
1.476895679994772036e+04 3.684702625642877205e-01 4.427565583308348125e+14 4.427678139711270000e+14 1.631426253002230625e+14 7.223430356969044400e+28
1.478127452872165486e+04 3.288879728977532335e-01 4.431258825644488750e+14 4.431370421734619375e+14 1.457387732551494375e+14 6.458224891027575998e+28
1.479359225749558755e+04 5.033401852226884188e-01 4.434952063922514375e+14 4.435062707816310000e+14 2.232289593308502812e+14 9.900344328328978250e+28
1.480590998626952387e+04 4.055763892523746583e-01 4.438645298176328750e+14 4.438754997922435000e+14 1.800209733206385312e+14 7.990689950578456528e+28
1.481822771504345837e+04 2.958302005239783483e-01 4.442338528439556875e+14 4.442447292019364375e+14 1.314177897663669062e+14 5.838166042707668077e+28
1.483054544381739470e+04 2.509313062847184916e-01 4.446031754745546250e+14 4.446139590073748125e+14 1.115648556001639062e+14 4.960329213447496360e+28
1.484286317259132738e+04 3.649254441630704338e-01 4.449724977127369375e+14 4.449831892052507500e+14 1.623817863681713750e+14 7.225716516695460840e+28
1.485518090136526189e+04 4.370549429804310160e-01 4.453418195617828125e+14 4.453524197922838750e+14 1.946388435553763750e+14 8.668287996295865206e+28
1.486749863013919821e+04 2.852519302784967681e-01 4.457111410249451875e+14 4.457216507652208125e+14 1.271399633239969062e+14 5.666903433100153395e+28
1.487981635891313272e+04 3.371276778156763188e-01 4.460804621054504375e+14 4.460908821208349375e+14 1.503860703085543125e+14 6.708585476262889462e+28
1.489213408768706540e+04 2.585726338062882546e-01 4.464497828064980000e+14 4.464601138559262500e+14 1.154396962025215312e+14 5.153921991007130186e+28
1.490445181646100173e+04 3.346508823312330794e-01 4.468191031312614375e+14 4.468293459673210625e+14 1.495284071053268750e+14 6.681368035040852841e+28
1.491676954523493623e+04 3.349383469128009438e-01 4.471884230828875625e+14 4.471985784518720625e+14 1.497805511859245938e+14 6.698164957008334194e+28
1.492908727400887074e+04 2.761058313695092803e-01 4.475577426644977500e+14 4.475678113064575625e+14 1.235733026242420469e+14 5.530743259144254386e+28
1.494140500278280706e+04 3.489450419446262774e-01 4.479270618791873750e+14 4.479370445279820625e+14 1.563019273955662500e+14 7.001342341159717874e+28
1.495372273155673975e+04 2.589399033917716975e-01 4.482963807300262500e+14 4.483062781133750625e+14 1.160818215171139062e+14 5.204020936095843474e+28
1.496604046033067425e+04 3.481116514373452930e-01 4.486656992200590625e+14 4.486755120595918125e+14 1.561857574987860000e+14 7.007672472218303627e+28
1.497835818910461057e+04 3.554709807463077298e-01 4.490350173523051875e+14 4.490447463636126250e+14 1.596189180076592500e+14 7.167603655158362860e+28
1.499067591787854508e+04 3.088233049788712825e-01 4.494043351297591250e+14 4.494139810224425000e+14 1.387865320466044844e+14 6.237260787936331923e+28
1.500299364665247776e+04 2.774861237673239556e-01 4.497736525553908125e+14 4.497832160331114375e+14 1.248059474202665312e+14 5.613562041074688772e+28
1.501531137542641409e+04 3.226499344688069648e-01 4.501429696321455000e+14 4.501524513926737500e+14 1.452385996534059062e+14 6.537951167081980090e+28
1.502762910420034859e+04 2.716516971599906016e-01 4.505122863629441250e+14 4.505216870982081875e+14 1.223824271819214688e+14 5.513593756517287607e+28
1.503994683297428310e+04 3.550815769017777734e-01 4.508816027506836875e+14 4.508909231468175625e+14 1.600997505007137188e+14 7.218752429884197868e+28
1.505226456174821942e+04 3.118086136321305268e-01 4.512509187982370625e+14 4.512601595356287500e+14 1.407039233907034062e+14 6.349407491657770149e+28
1.506458229052215211e+04 3.293089260989406353e-01 4.516202345084534375e+14 4.516293962617920625e+14 1.487225744305305312e+14 6.716748650055993786e+28
1.507690001929608661e+04 3.038880500469864909e-01 4.519895498841586250e+14 4.519986333224816250e+14 1.373542229559120938e+14 6.208392105714369884e+28
1.508921774807002294e+04 3.438432941313409597e-01 4.523588649281548750e+14 4.523678707148949375e+14 1.555405622464110938e+14 7.036155295320656614e+28
1.510153547684395744e+04 3.061350665931332204e-01 4.527281796432213750e+14 4.527371084362523750e+14 1.385959714236655625e+14 6.274753934326380972e+28
1.511385320561789013e+04 4.547708910896219314e-01 4.530974940321143750e+14 4.531063464837975625e+14 2.060555511114593125e+14 9.336507793681874660e+28
1.512617093439182645e+04 2.959757214568804473e-01 4.534668080975674375e+14 4.534755848547967500e+14 1.342151656834262812e+14 6.086330075467518331e+28
1.513848866316576095e+04 3.948685060970318350e-01 4.538361218422911875e+14 4.538448235465388125e+14 1.792055914447360312e+14 8.133153002778935796e+28
1.515080639193969546e+04 3.432388772787540177e-01 4.542054352689742500e+14 4.542140625563350625e+14 1.559009636556305000e+14 7.081241005847147280e+28
